image,type,prompt,ground_truth
generated_images_qutip/Cat_state_N11_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N11_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N11_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N11_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N11_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N11_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N11_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N11_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N11_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N11_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N11_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N10_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N10_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N9_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N9_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha4.png,Cat state,,"This is a cat state with alpha equal to 4, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha5.png,Cat state,,"This is a cat state with alpha equal to 5, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha6.png,Cat state,,"This is a cat state with alpha equal to 6, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha7.png,Cat state,,"This is a cat state with alpha equal to 7, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N8_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N8_alpha8.png,Cat state,,"This is a cat state with alpha equal to 8, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N7_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N7_alpha1.4142135623730951.png,Cat state,,"This is a cat state with alpha equal to 1.4142135623730951, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N7_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N7_alpha0.5.png,Cat state,,"This is a cat state with alpha equal to 0.5, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N7_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N7_alpha1.png,Cat state,,"This is a cat state with alpha equal to 1, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N7_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N7_alpha2.png,Cat state,,"This is a cat state with alpha equal to 2, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Cat_state_N7_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Cat_state_N7_alpha3.png,Cat state,,"This is a cat state with alpha equal to 3, number of qubits equal to 7 in the linear space -10 to 10."
